n,k,upper,lower,match,ell,m,minimizer,candidates
25,16,1267399437067281409171663963372,1267399437067281409171663963372,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 251163160947992325039242004, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 251163160947992325039242160}",221
25,17,5768968486069721904290842500861,5768968486069721904290842500861,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1658926278680474648727490196, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 1658926278680474648727490352}",221
25,18,24078864455770278124807494520746,24078864455770278124807494520746,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 9794755172826519107789172822, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 9794755172826519107789172978}",221
25,19,93024213684242986912341368386021,93024213684242986912341368386021,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 52282004013102624268241894478, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 52282004013102624268241894634}",221
25,20,335289559230296609173044010617936,335289559230296609173044010617936,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 254760769703390826955989382064, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 254760769703390826955989382220}",221
25,21,1135129251408570545301615734851077,1135129251408570545301615734851077,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1142914514153721439106723669424, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 1142914514153721439106723669580}",221
25,22,3630768324644847457185500638668286,3630768324644847457185500638668286,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 4755713529362389973993674054146, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 4755713529362389973993674054302}",221
25,23,11027293140412838661767379267144381,11027293140412838661767379267144381,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 18474431506706804406433142545562, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 18474431506706804406433142545718}",221
25,24,31942270489718415135337897431534036,31942270489718415135337897431534036,1,12,13,"{""a"": 12, ""b"": 13, ""case"": ""bipartite"", ""d"": 1, ""gap"": 67388154688403851440057916716588, ""isolated"": 0, ""period_bound"": 156, ""proper_colorings"": 67388154688403851440057916716744}",221
26,3,2541865723902,2541865723902,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 104427, ""isolated"": 0, ""period_bound"": 15, ""proper_colorings"": 104442}",237
26,4,4503599167031041,4503599167031041,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 460339455, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 460339620}",237
26,5,1490115764384683370,1490115764384683370,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 355000082255, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 355000082420}",237
26,6,170581644248837746671,170581644248837746671,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 83930740461585, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 83930740461750}",237
26,7,9387470819456488074712,9387470819456488074712,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 9518191266230937, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 9518191266231102}",237
26,8,302230848857287002219677,302230848857287002219677,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 606046370291456867, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 606046370291457032}",237
26,9,6461057172889103481480846,6461057172889103481480846,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 24716337569817451395, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 24716337569817451560}",237
26,10,99999296555811966544783675,99999296555811966544783675,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 703444188033455216325, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 703444188033455216490}",237
26,11,1191802788561847758604476476,1191802788561847758604476476,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 14865210873183855656285, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 14865210873183855656450}",237
26,12,11447301672651872974911810297,11447301672651872974911810297,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 244324636408580303770887, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 244324636408580303771052}",237
26,13,91730092816017802102589210002,91730092816017802102589210002,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 3237377250814555810406007, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 3237377250814555810406172}",237
26,14,629947561721336448009248710151,629947561721336448009248710151,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 35579560540775593964462585, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 35579560540775593964462750}",237
26,15,3787343352175881587765991670080,3787343352175881587765991670080,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 331891930470741488158720545, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 331891930470741488158720710}",237
26,16,20279731446263106859165150706581,20279731446263106859165150706581,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 2678157388563564782100579435, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 2678157388563564782100579600}",237
26,17,98081671467445558133842655265782,98081671467445558133842655265782,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 18994542477282308130034582187, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 18994542477282308130034582352}",237
26,18,433475851932065233696209137283027,433475851932065233696209137283027,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 120013864910649894265969201197, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 120013864910649894265969201362}",237
26,19,1767770043298387467600294282809956,1767770043298387467600294282809956,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 683374778478233595288312519525, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 683374778478233595288312519690}",237
26,20,6707344442287829470960460062361585,6707344442287829470960460062361585,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 3541957712170529039539937638415, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 3541957712170529039539937638580}",237
26,21,23844859500610969402094593646428986,23844859500610969402094593646428986,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 16855983766240199460577982501535, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 16855983766240199460577982501700}",237
26,22,79907313851691380196740958486491167,79907313851691380196740958486491167,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 74214988141236440767916393402337, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 74214988141236440767916393402502}",237
26,23,253748312459077334194034687436051752,253748312459077334194034687436051752,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 304341695072211527962997986816937, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 304341695072211527962997986817102}",237
26,24,767062487009273791381833424707621261,767062487009273791381833424707621261,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1169320456489864300837503650393715, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 1169320456489864300837503650393880}",237
26,25,2216214586158968996483770730717652190,2216214586158968996483770730717652190,1,11,15,"{""a"": 11, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 4231463091344084363492605463988435, ""isolated"": 0, ""period_bound"": 165, ""proper_colorings"": 4231463091344084363492605463988600}",237
27,3,7625597411279,7625597411279,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 73708, ""isolated"": 0, ""period_bound"": 14, ""proper_colorings"": 73722}",253
27,4,18014397678961530,18014397678961530,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 830520454, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 830520636}",253
27,5,7450579946364746327,7450579946364746327,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 650559081798, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 650559081980}",253
27,6,1023490170959364763448,1023490170959364763448,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 198118104486088, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 198118104486270}",253
27,7,65712336080076531188343,65712336080076531188343,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 26283457748951200, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 26283457748951382}",253
27,8,2417849698204751525485982,2417849698204751525485982,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1941024506823926370, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 1941024506823926552}",253
27,9,58149646538539540738277495,58149646538539540738277495,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 90464500518952112674, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 90464500518952112856}",253
27,10,999997089621343335821918172,999997089621343335821918172,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 2910378656664178081828, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 2910378656664178082010}",253
27,11,13109925280662336569235443063,13109925280662336569235443063,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 68910837593797826017308, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 68910837593797826017490}",253
27,12,137369292186537525986549398178,137369292186537525986549398178,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1259780921852676037576030, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 1259780921852676037576212}",253
27,13,1192514841814225032932819014167,1192514841814225032932819014167,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 18450698266983626375993950, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 18450698266983626375994132}",253
27,14,8819541063871644279142755568160,8819541063871644279142755568160,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 222914074636851302228850144, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 222914074636851302228850326}",253
27,15,56812853882479929943842674254967,56812853882479929943842674254967,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 2274779115354994969581604408, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 2274779115354994969581604590}",253
27,16,324498560689384298878418376310278,324498560689384298878418376310278,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 19992969042427904737644265978, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 19992969042427904737644266160}",253
27,17,1667557497560932964948230907012663,1667557497560932964948230907012663,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 153824607755322565304820402810, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 153824607755322565304820402992}",253
27,18,7803675131941506397095523467173252,7803675131941506397095523467173252,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1050452404059507533028449542780, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 1050452404059507533028449542962}",253
27,19,33594172386606695938274103568646775,33594172386606695938274103568646775,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 6442556853752384441965742613364, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 6442556853752384441965742613546}",253
27,20,134181876910282627497636573569925962,134181876910282627497636573569925962,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 35851089717372502363426430074038, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 35851089717372502363426430074220}",253
27,21,500913397867364487873984969509776343,500913397867364487873984969509776343,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 182627304556913758673634697764598, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 182627304556913758673634697764780}",253
27,22,1758735356854747559203450268980167048,1758735356854747559203450268980167048,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 858277621570006821744978377490040, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 858277621570006821744978377490222}",253
27,23,5839464194991243462314169320198650487,5839464194991243462314169320198650487,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 3746850554196089291777444527329360, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 3746850554196089291777444527329542}",253
27,24,18422276524307778393889523944990596590,18422276524307778393889523944990596590,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 15286854870549342494578335601762834, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 15286854870549342494578335601763016}",253
27,25,55452547149986808181079481130966780407,55452547149986808181079481130966780407,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 58604081271018840102102273574235218, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 58604081271018840102102273574235400}",253
27,26,159846985617824869991839586881284142508,159846985617824869991839586881284142508,1,13,14,"{""a"": 13, ""b"": 14, ""case"": ""bipartite"", ""d"": 1, ""gap"": 212123467561220088873944617121155668, ""isolated"": 0, ""period_bound"": 182, ""proper_colorings"": 212123467561220088873944617121155850}",253
28,3,22876792332102,22876792332102,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 122859, ""isolated"": 0, ""period_bound"": 15, ""proper_colorings"": 122874}",272
28,4,72057592364033983,72057592364033983,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1673893953, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 1673894148}",272
28,5,37252901289395364800,37252901289395364800,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1695223775825, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 1695223776020}",272
28,6,6140941602008246070141,6140941602008246070141,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 612456569427075, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 612456569427270}",272
28,7,459986441155156810421974,459986441155156810421974,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 95389583150554827, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 95389583150555022}",272
28,8,19342805024736427214702267,19342805024736427214702267,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 8089097639580596549, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 8089097639580596744}",272
28,9,523347205890667861050470268,523347205890667861050470268,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 427136692676163041253, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 427136692676163041448}",272
28,10,9999984599057057528592398905,9999984599057057528592398905,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 15400942942471407601095, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 15400942942471407601290}",272
28,11,144209530938794729920249091186,144209530938794729920249091186,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 405167704504117426972895, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 405167704504117426973090}",272
28,12,1648438452391370299254461711799,1648438452391370299254461711799,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 8171218142244696581978697, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 8171218142244696581978892}",272
28,13,15502801576507711198728458856952,15502801576507711198728458856952,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 131226154685016541076248569, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 131226154685016541076248764}",272
28,14,123474966324484331458634023262453,123474966324484331458634023262453,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1729366763604367595758593803, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 1729366763604367595758593998}",272
28,15,852207768496272837291033273378510,852207768496272837291033273378510,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 19161427656436791150564512115, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 19161427656436791150564512310}",272
28,16,5192114757080007829378561836465331,5192114757080007829378561836465331,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 182101454819799151934492754765, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 182101454819799151934492754960}",272
28,17,28349583137378099749162470861091124,28349583137378099749162470861091124,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1509339489601138567636504971917, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 1509339489601138567636504972112}",272
28,18,140473994834562087885507509515580337,140473994834562087885507509515580337,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 11065683658098397806424985308239, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 11065683658098397806424985308434}",272
28,19,638339051206490661342830076979266538,638339051206490661342830076979266538,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 72632719257856788775239934676103, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 72632719257856788775239934676298}",272
28,20,2683923260583174712724100617825309615,2683923260583174712724100617825309615,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 431299416825287275899382174690385, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 431299416825287275899382174690580}",272
28,21,10520678438867513826750615693359094576,10520678438867513826750615693359094576,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 2338089742835607535214994999265185, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 2338089742835607535214994999265380}",272
28,22,38699396290343953846300427557433955949,38699396290343953846300427557433955949,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 11663668135032606253867884434499987, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 11663668135032606253867884434500182}",272
28,23,134339934361177348783319109163625556422,134339934361177348783319109163625556422,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 53919686367760903617666425071980059, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 53919686367760903617666425071980254}",272
28,24,442269088483562551830963103486147748523,442269088483562551830963103486147748523,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 232432616717313842255351248068877653, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 232432616717313842255351248068877848}",272
28,25,1386839302961390339772951090976895178220,1386839302961390339772951090976895178220,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 939477820055335756588494136630212405, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 939477820055335756588494136630212600}",272
28,26,4157958657389945103735961870247743130921,4157958657389945103735961870247743130921,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 3578178830093238362589948710794621655, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 3578178830093238362589948710794621850}",272
28,27,11959616420508093140760628083009640562274,11959616420508093140760628083009640562274,1,13,15,"{""a"": 13, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 12898762053926647842111943707406543407, ""isolated"": 0, ""period_bound"": 195, ""proper_colorings"": 12898762053926647842111943707406543602}",272
29,3,68630377217448,68630377217448,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 147435, ""isolated"": 0, ""period_bound"": 15, ""proper_colorings"": 147450}",287
29,4,288230372854548790,288230372854548790,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 3297162954, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 3297163164}",287
29,5,186264511014663902475,186264511014663902475,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 3908431800650, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 3908431800860}",287
29,6,36845651541637484325636,36845651541637484325636,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1745151408657660, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 1745151408657870}",287
29,7,3219905438847568402620115,3219905438847568402620115,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 316965611324217492, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 316965611324217702}",287
29,8,154742473953282435058649658,154742473953282435058649658,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 30957390099303740870, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 30957390099303741080}",287
29,9,4710126842515450987214774115,4710126842515450987214774115,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1854730793847706829574, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 1854730793847706829784}",287
29,10,99999924939991690421421697240,99999924939991690421421697240,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 75060008309578578302760, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 75060008309578578302970}",287
29,11,1586307100069095732629618126811,1586307100069095732629618126811,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 2197102395841784818578080, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 2197102395841784818578290}",287
29,12,19781310535622278343686128684510,19781310535622278343686128684510,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 48947691872183726395601442, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 48947691872183726395601652}",287
29,13,201537263344085834504033427848923,201537263344085834504033427848923,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 863090525316294470528522850, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 863090525316294470528523060}",287
29,14,1728661316426548367329651880228940,1728661316426548367329651880228940,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 12423250922734237565065758644, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 12423250922734237565065758854}",287
29,15,12783254296032060434550272806810755,12783254296032060434550272806810755,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 149652826878676682484761548620, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 149652826878676682484761548830}",287
29,16,83075209844670056711317479559613986,83075209844670056711317479559613986,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 1539891887185345170461707907550, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 1539891887185345170461707907760}",287
29,17,481954804301181759644746859840637555,481954804301181759644746859840637555,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 13767805569155446664965382434142, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 13767805569155446664965382434352}",287
29,18,2528622577571128590629170887602894688,2528622577571128590629170887602894688,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 108511756834762470479933413099680, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 108511756834762470479933413099890}",287
29,19,12129058709876868036324725397259757515,12129058709876868036324725397259757515,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 763284712353808175775624105152664, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 763284712353808175775624105152874}",287
29,20,53682248120287622203810418890046379270,53682248120287622203810418890046379270,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 4843079712377796189581109953620730, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 4843079712377796189581109953620940}",287
29,21,220955369535276361168731341080899162411,220955369535276361168731341080899162411,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 27977565540976951271103374626392570, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 27977565540976951271103374626392780}",287
29,22,851494970921994177401113545910134932500,851494970921994177401113545910134932500,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 148348164543524555080953810971098092, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 148348164543524555080953810971098302}",287
29,23,3090331446321519404834195893133003521203,3090331446321519404834195893133003521203,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 727196772018117965349945407039817860, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 727196772018117965349945407039818070}",287
29,24,10616720011504899546225916472299980414090,10616720011504899546225916472299980414090,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 3316494901817229931326441321218614134, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 3316494901817229931326441321218614344}",287
29,25,34680317370824136321626668270740646124035,34680317370824136321626668270740646124035,1,14,15,"{""a"": 14, ""b"": 15, ""case"": ""bipartite"", ""d"": 1, ""gap"": 14152148712005566611821357097488641590, ""isolated"": 0, ""period_bound"": 210, ""proper_colorings"": 14152148712005566611821357097488641800}",287
