source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_chapter,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
inverse_q_analogs_extended_report:eq:atomic-variance-inverse,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,2704,eq:atomic-variance-inverse,theorem,\statusproved\ Exact variance inverse,A geometrically weighted atomic-function family,The Fabius--Rvachev deformation and inverse parameter recovery / A geometrically weighted atomic-function family / Exact cumulants,yes,cor:fr-variance-inverse,human-proved frontier result,,,"Retained exactly as the variance formula, inverse Möbius transformation, and q=1/2 characterization."
inverse_q_analogs_extended_report:eq:cumulant-polynomial-inverse,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,2738,eq:cumulant-polynomial-inverse,theorem,\statusproved\ Monotone cumulant recovery,A geometrically weighted atomic-function family,The Fabius--Rvachev deformation and inverse parameter recovery / A geometrically weighted atomic-function family / Every even cumulant is an inverse observable,yes,thm:fr-cumulant-recovery,human-proved frontier result,,,"Retained and strengthened to the full cumulant formula, strict recovery theorem, and justified endpoint reversion."
inverse_q_analogs_extended_report:unlabelled-conjecture-004,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,2919,,conjecture,\statusconjectural\ Finite-fold CDF inverse,Inverse Fabius and Rvachev observables,The Fabius--Rvachev deformation and inverse parameter recovery / Inverse Fabius and Rvachev observables / Rigorous and conjectural geometry of CDF branches,no,,not applicable,,,"Retired as explained in the frontier chapter: it mixed a generic fold fact with an unproved, unnamed analyticity claim for a CDF family."
inverse_q_analogs_extended_report:unlabelled-conjecture-005,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,2928,,conjecture,\statusconjectural\ Total cumulant identifiability,Inverse Fabius and Rvachev observables,The Fabius--Rvachev deformation and inverse parameter recovery / Inverse Fabius and Rvachev observables / Rigorous and conjectural geometry of CDF branches,no,thm:fr-total-identifiability,human-proved frontier result,,,"Upgraded from conjecture to theorem after fixing the location-scale normalization; mean, variance, and excess kurtosis give an explicit global inverse."
inverse_q_analogs_extended_report:thm:residual-root,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3105,thm:residual-root,theorem,\statusproved\ Residual-to-root enclosure,Stable numerical inversion,"Branch-aware computation, certification, and reproducibility / Stable numerical inversion / Certified real inverses",yes,prop:uq-real-residual-certificate,human-proved frontier result,,,Deduplicated into the universal real residual certificate with uniqueness on the derivative-separated interval.
inverse_q_analogs_extended_report:thm:one-zero-disk,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3139,thm:one-zero-disk,theorem,\statusproved\ One-zero disk,Stable numerical inversion,"Branch-aware computation, certification, and reproducibility / Stable numerical inversion / A complex disk certificate",yes,thm:uq-rouche-disk-certificate,human-proved frontier result,,,"Deduplicated into the universal Rouche disk certificate, with the holomorphy and boundary estimates made explicit."
inverse_q_analogs_extended_report:eq:qpoch-zero-discriminant,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3177,eq:qpoch-zero-discriminant,theorem,\statusproved\ Zero-fiber argument discriminant,Stable numerical inversion,"Branch-aware computation, certification, and reproducibility / Stable numerical inversion / Discriminants, resultants, and a zero-fiber factorization",yes,fp-cyclotomic-argument,human-proved frontier result,,,The exact zero discriminant is absorbed as the product of the geometric-root differences; the canonical primary result instead records the stronger root-of-unity multiplicity and ramification data.
inverse_q_analogs_extended_report:unlabelled-conjecture-006,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3541,,conjecture,\statusconjectural\ Generic full monodromy,Algebraic and analytic frontiers,Open structure and a concrete research program / Algebraic and analytic frontiers / Generic monodromy of finite Pochhammer inverses,no,conj:generic-pochhammer-monodromy,conjecture,,,Retained in a sharper form with an explicit nonzero exceptional polynomial and a separate theorem proving that simple distinct critical values force S_n.
inverse_q_analogs_extended_report:unlabelled-researchproblem-003,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3567,,researchproblem,,Algebraic and analytic frontiers,Open structure and a concrete research program / Algebraic and analytic frontiers / Secondary discriminants and Maxwell loci,no,,not applicable,,,The secondary-discriminant factorization request remains an open computational program; no canonical assertion is made from unsupported large symbolic factors.
inverse_q_analogs_extended_report:unlabelled-conjecture-007,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3593,,conjecture,\statusconjectural\ Cyclotomic gamma transition,Algebraic and analytic frontiers,Open structure and a concrete research program / Algebraic and analytic frontiers / A double-scaling theory at colliding zeros,no,,not applicable,,,The coalescing cyclotomic gamma transition is not the fixed-argument resurgence conjecture and was not retained without a precise scaled domain and uniform remainder statement.
inverse_q_analogs_extended_report:unlabelled-researchproblem-004,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3611,,researchproblem,,Algebraic and analytic frontiers,Open structure and a concrete research program / Algebraic and analytic frontiers / Resurgence of radial inverse series,no,conj:cyclotomic-resurgent-inverse,conjecture,,,Converted into the precise fixed-normalization resurgence conjecture; the source research tasks become its explicitly listed proof obligations.
inverse_q_analogs_extended_report:unlabelled-researchproblem-005,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3635,,researchproblem,,Algebraic and analytic frontiers,Open structure and a concrete research program / Algebraic and analytic frontiers / Global phase diagrams for \texorpdfstring{\(q\),no,,not applicable,,,The global base-phase diagram for Gamma_q(x) was not retained; the canonical q-gamma theorem concerns inversion in the argument.
inverse_q_analogs_extended_report:unlabelled-researchproblem-006,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3653,,researchproblem,,Algebraic and analytic frontiers,Open structure and a concrete research program / Algebraic and analytic frontiers / The critical curve of the \texorpdfstring{\(q\),no,thm:qs-qbeta,human-proved frontier result,,,"Resolved at q=1: the canonical theorem proves a quadratic fold everywhere on xy=1 except the identically constant point (1,1), so no higher positive degeneracy remains there."
inverse_q_analogs_extended_report:unlabelled-conjecture-008,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3674,,conjecture,\statusconjectural\ Generic discrete uniqueness,Combinatorial and probabilistic frontiers,Open structure and a concrete research program / Combinatorial and probabilistic frontiers / Discrete inverse Gaussian problems,no,thm:transcendental-gaussian-uniqueness,human-proved frontier result,,,Upgraded from conjecture to theorem by injectivity of transcendental evaluation and recovery of the rectangle from its first partition deficit and degree.
inverse_q_analogs_extended_report:unlabelled-researchproblem-007,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3700,,researchproblem,,Combinatorial and probabilistic frontiers,Open structure and a concrete research program / Combinatorial and probabilistic frontiers / Inverse universality from coefficient distributions,no,,not applicable,,,The growing-rectangle inverse limit program was not stated precisely enough to retain as a theorem or conjecture.
inverse_q_analogs_extended_report:unlabelled-researchproblem-008,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3715,,researchproblem,,Combinatorial and probabilistic frontiers,Open structure and a concrete research program / Combinatorial and probabilistic frontiers / Statistical recovery of the Fabius--Rvachev contraction,no,,not applicable,,,"No assertion survives because the semiparametric digit-law class, sampling model, loss, and information geometry were not specified."
inverse_q_analogs_extended_report:unlabelled-conjecture-009,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3733,,conjecture,\statusconjectural\ Tame tangent zero set,Combinatorial and probabilistic frontiers,Open structure and a concrete research program / Combinatorial and probabilistic frontiers / Global geometry of CDF inverse branches,no,,not applicable,,,Retired with the finite-CDF conjecture: analyticity in q and the alleged resonance set were not established or precisely defined.
inverse_q_analogs_extended_report:unlabelled-researchproblem-009,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3767,,researchproblem,,Higher-codimension inversion and formalization,Open structure and a concrete research program / Higher-codimension inversion and formalization / Cusp and caustic classification,no,,not applicable,,,"The Thom--Boardman classification request is a research program, not a retained assertion with fixed observables and parameter domains."
inverse_q_analogs_extended_report:unlabelled-conjecture-010,inverse_q_analogs_extended_report,inverse_q_analogs_extended_report/inverse_q_analogs_extended_report.tex,3781,,conjecture,\statusconjectural\ Positivity after natural normalization,Higher-codimension inversion and formalization,Open structure and a concrete research program / Higher-codimension inversion and formalization / Multivariate Lagrange--Good coefficients as combinatorial objects,no,,not applicable,,,"Retired as nonsensically broad without a canonical normalization, a specified inverse system, or a defined decorated-forest class."
inverse_q_analogs_report:unlabelled-definition-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,188,,definition,Partial inverse branch,What it means to invert a \texorpdfstring{\(q\),"Foundations of parameter-wise inversion / What it means to invert a \texorpdfstring{\(q\) / Partial inverses, not one universal inverse",no,def:uq-partial-inverse,not applicable,,,Merged into the canonical partial-inverse definition.
inverse_q_analogs_report:unlabelled-theorem-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,257,,theorem,\statusproved\ Local partial inverse,Local analytic inversion and singularity theory,Foundations of parameter-wise inversion / Local analytic inversion and singularity theory / The inverse function theorem and sensitivities,yes,thm:uq-regular-analytic-inverse,human-proved frontier result,,,"Retained and split cleanly: existence/uniqueness are here, while parameter derivatives are in the sensitivity theorem."
inverse_q_analogs_report:unlabelled-corollary-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,276,,corollary,\statusproved\ First inverse derivatives,Local analytic inversion and singularity theory,Foundations of parameter-wise inversion / Local analytic inversion and singularity theory / The inverse function theorem and sensitivities,no,thm:uq-inverse-sensitivities,human-proved frontier result,,,The first two derivatives are explicit in the sensitivity theorem and all higher derivatives are generated by the Bell inverse recurrence.
inverse_q_analogs_report:unlabelled-theorem-002,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,296,,theorem,\statusproved\ Lagrange--Buerhmann inversion,Local analytic inversion and singularity theory,Foundations of parameter-wise inversion / Local analytic inversion and singularity theory / Lagrange--Buerhmann coefficients,yes,thm:uq-analytic-lagrange,human-proved frontier result,,,"Retained with the removable quotient value, branchwise convergence interpretation, and a formal proof separated from analytic convergence."
inverse_q_analogs_report:unlabelled-theorem-003,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,335,,theorem,\statusproved\ Universal square-root law,Local analytic inversion and singularity theory,Foundations of parameter-wise inversion / Local analytic inversion and singularity theory / Simple branch points and Puiseux inversion,yes,cor:uq-fold-jet,human-proved frontier result,,,Retained and strengthened to the canonical universal fold jet with coherent sheet signs and higher displayed order.
inverse_q_analogs_report:unlabelled-definition-002,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,371,,definition,Caustic and Maxwell locus,Local analytic inversion and singularity theory,"Foundations of parameter-wise inversion / Local analytic inversion and singularity theory / Discriminants, caustics, and Maxwell sets",no,,not applicable,,,The caustic/Maxwell terminology is retained only descriptively; the source definition and its single secondary-discriminant formula were not promoted to a canonical assertion.
inverse_q_analogs_report:unlabelled-proposition-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,410,,proposition,\statusproved\ Logarithmic derivative hierarchy,Derivative kernels for \texorpdfstring{\(q\),Foundations of parameter-wise inversion / Derivative kernels for \texorpdfstring{\(q\) / Finite and infinite argument derivatives,yes,fp-finite-covering,human-proved frontier result,,,Absorbed into the finite and infinite product derivative kernels used throughout; the canonical chapters state the exact differentiated identities at their natural domains.
inverse_q_analogs_report:unlabelled-proposition-002,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,442,,proposition,\statusproved\ Derivative with respect to the base,Derivative kernels for \texorpdfstring{\(q\),Foundations of parameter-wise inversion / Derivative kernels for \texorpdfstring{\(q\) / Base derivatives,yes,fp-finite-covering,human-proved frontier result,,,"Absorbed into the canonical finite base-derivative identity, with infinite differentiation justified by normal convergence in the infinite-product chapter."
inverse_q_analogs_report:thm:product-tail,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,479,thm:product-tail,lemma,\statusproved\ Infinite-product tail bound,Derivative kernels for \texorpdfstring{\(q\),Foundations of parameter-wise inversion / Derivative kernels for \texorpdfstring{\(q\) / Truncation bounds for certified evaluation,yes,thm:qpoch-tail-certificate,human-proved frontier result,,,Strengthened to the canonical complex q-Pochhammer logarithmic and product tail certificate with explicit denominator separation.
inverse_q_analogs_report:unlabelled-theorem-004,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,520,,theorem,\statusproved\ Complete real critical-point structure,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / The real branch decomposition,yes,fp-real-atlas,human-proved frontier result,,,"Retained as the complete real argument atlas, with the zero order corrected and the critical-point simplicity proof written out."
inverse_q_analogs_report:unlabelled-corollary-002,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,565,,corollary,\statusproved\ Real root count at a regular target,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / The real branch decomposition,no,fp-real-atlas,human-proved frontier result,,,Absorbed into the complete atlas: each gap's target range and the two/one/zero branch count follow from its unique nondegenerate extremum.
inverse_q_analogs_report:eq:finite-principal-series,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,611,eq:finite-principal-series,proposition,\statusproved\ Local inverse at the origin,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / The principal series at \(y=1\),yes,fp-unit-inverse,human-proved frontier result,,,Retained and strengthened to the all-order Lagrange coefficient formula.
inverse_q_analogs_report:eq:finite-poch-disc,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,635,eq:finite-poch-disc,theorem,\statusproved\ Exact zero-level discriminant,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / The discriminant of the product,yes,fp-cyclotomic-argument,human-proved frontier result,,,The discriminant identity is absorbed as a consequence of the exact geometric zero factorization; the canonical theorem records the more informative collision multiplicities.
inverse_q_analogs_report:eq:critical-value-factorization,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,667,eq:critical-value-factorization,proposition,\statusproved\ Critical-value factorization,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / The discriminant of the product,yes,,not applicable,,,The critical-value discriminant factorization was not needed for a retained theorem and is not restated as a standalone canonical assertion.
inverse_q_analogs_report:unlabelled-theorem-006,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,724,,theorem,\statusproved\ First positive-base Maxwell parameter,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / Secondary discriminants and the first Maxwell collision,yes,,not applicable,,,Explicitly not promoted: the claimed n=5 Maxwell factorization lacks an independent exact resultant/Sturm certificate in the canonical package.
inverse_q_analogs_report:unlabelled-computationalresult-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,762,,computationalresult,\statusnumerical\ Identification of the colliding sheets,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / Secondary discriminants and the first Maxwell collision,no,,not applicable,,,Retired as numerical evidence only; the colliding-sheet identification still needs outward-rounded interval or exact isolation certification.
inverse_q_analogs_report:unlabelled-proposition-005,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,799,,proposition,\statusproved\ Generic symmetric monodromy,Finite products: inversion in the argument,Inverse \texorpdfstring{\(q\) / Finite products: inversion in the argument / Monodromy away from the Maxwell set,yes,thm:simple-critical-values-monodromy,human-proved frontier result,,,Retained and generalized from the finite Pochhammer specialization to every degree-n complex polynomial with simple critical points and distinct critical values.
inverse_q_analogs_report:unlabelled-definition-003,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,831,,definition,Principal inverse product,The infinite product: inversion in the argument,Inverse \texorpdfstring{\(q\) / The infinite product: inversion in the argument / The principal inverse,no,thm:ip-real-atlas,not applicable,,,The principal inverse notation is absorbed into the complete infinite-product real atlas; a definition is not assigned a proof status.
inverse_q_analogs_report:eq:Aq-prime,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,838,eq:Aq-prime,theorem,\statusproved\ Global principal branch,The infinite product: inversion in the argument,Inverse \texorpdfstring{\(q\) / The infinite product: inversion in the argument / The principal inverse,yes,thm:ip-real-atlas,human-proved frontier result,,,Retained and strengthened to every real gap and exact zero normalization in addition to the principal decreasing convex branch.
inverse_q_analogs_report:eq:Aq-series-one,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,876,eq:Aq-series-one,proposition,\statusproved\ Central principal series,The infinite product: inversion in the argument,Inverse \texorpdfstring{\(q\) / The infinite product: inversion in the argument / Three distinguished target regimes / Near \(y=1\),yes,thm:ip-real-atlas,human-proved frontier result,,,Retained in the principal endpoint-jet paragraph; the canonical atlas supplies the global branch on which that local series lives.
inverse_q_analogs_report:eq:logperiodic-product,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,926,eq:logperiodic-product,theorem,\statusproved\ Theta-modulated large-target law,The infinite product: inversion in the argument,Inverse \texorpdfstring{\(q\) / The infinite product: inversion in the argument / Three distinguished target regimes / Large targets and log-periodic correction,yes,thm:ip-log-periodic,human-proved frontier result,,,Retained with a precise periodic theta factor and a proved inverse correction.
inverse_q_analogs_report:eq:ck-asymptotic,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,984,eq:ck-asymptotic,theorem,\statusproved\ Asymptotics of remote branch points,The infinite product: inversion in the argument,Inverse \texorpdfstring{\(q\) / The infinite product: inversion in the argument / All nonprincipal real branches,yes,thm:ip-remote-gaps,human-proved frontier result,,,"Retained with the same leading location and height, plus explicit local uniformity in q."
inverse_q_analogs_report:unlabelled-conjecture-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1071,,conjecture,\statusconjectural\ Complete Bernstein principal inverse,The infinite product: inversion in the argument,Inverse \texorpdfstring{\(q\) / The infinite product: inversion in the argument / A Bernstein-function conjecture,no,conj:complete-bernstein-principal-inverse,conjecture,,,"Retained after spelling out the exact integral representation, positivity measure condition, and principal inverse normalization."
inverse_q_analogs_report:unlabelled-theorem-010,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1097,,theorem,\statusproved\ Global finite-base inverses,Inversion with respect to the base \texorpdfstring{\(q\),Inverse \texorpdfstring{\(q\) / Inversion with respect to the base \texorpdfstring{\(q\) / Finite products on the principal sign domains,yes,fp-global-base,human-proved frontier result,,,Retained with the constant degenerate cases added and the admissible endpoint ranges stated exactly.
inverse_q_analogs_report:unlabelled-theorem-011,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1147,,theorem,\statusproved\ Global infinite-base inverse,Inversion with respect to the base \texorpdfstring{\(q\),Inverse \texorpdfstring{\(q\) / Inversion with respect to the base \texorpdfstring{\(q\) / The infinite product as a function of the base,yes,thm:ip-real-base,human-proved frontier result,,,Retained as the complete real base atlas for positive and negative fixed argument.
inverse_q_analogs_report:eq:qbase-inverse-near1,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1185,eq:qbase-inverse-near1,theorem,\statusproved\ Base inverse as \(y\to0^+\),Inversion with respect to the base \texorpdfstring{\(q\),Inverse \texorpdfstring{\(q\) / Inversion with respect to the base \texorpdfstring{\(q\) / Polylogarithmic inversion near \(q=1\),yes,thm:ip-fixed-a-inverse,human-proved frontier result,,,Retained and strengthened to a rigorous large-log inverse derived from the uniform fixed-argument expansion.
inverse_q_analogs_report:eq:order-inverse-exact,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1252,eq:order-inverse-exact,theorem,\statusproved\ Real order inverse,Inversion with respect to order,Inverse \texorpdfstring{\(q\) / Inversion with respect to order / Exact reduction to the principal argument inverse,yes,,not applicable,,,Retired with the complex-order family; the source's branch endpoint and interpolation domain are not part of the canonical theorem set.
inverse_q_analogs_report:unlabelled-theorem-014,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1342,,theorem,\statusproved\ Unique positive-base inverse,Inverting a Gaussian coefficient with respect to \texorpdfstring{\(q\),Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverting a Gaussian coefficient with respect to \texorpdfstring{\(q\) / A global positive-base theorem,yes,thm:gq-positive-inverse,human-proved frontier result,,,Deduplicated into the global positive-base Gaussian inverse.
inverse_q_analogs_report:eq:qbinom-inverse-one,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1406,eq:qbinom-inverse-one,theorem,\statusproved\ First inverse terms at \(q=1\),Inverting a Gaussian coefficient with respect to \texorpdfstring{\(q\),Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverting a Gaussian coefficient with respect to \texorpdfstring{\(q\) / Complete Bernoulli reversion near \(q=1\),yes,cor:gq-one-inverse,human-proved frontier result,,,Retained after standardizing the sign and logarithmic coordinate against the complete Gaussian expansion.
inverse_q_analogs_report:eq:qbinom-large-y,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1477,eq:qbinom-large-y,proposition,\statusproved\ Large-target expansion,Inverting a Gaussian coefficient with respect to \texorpdfstring{\(q\),Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverting a Gaussian coefficient with respect to \texorpdfstring{\(q\) / The large-target inverse,yes,thm:gq-large-inverse,human-proved frontier result,,,Strengthened to a checked multi-term large-target inverse; the canonical calculation corrects the archived higher coefficient.
inverse_q_analogs_report:unlabelled-theorem-016,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1528,,theorem,\statusproved\ Discrete inverse structure,Inverting the upper and lower Gaussian parameters,Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverting the upper and lower Gaussian parameters / Discrete parameters \(n\) and \(k\),yes,,not applicable,,,The discrete inversion in n and k was omitted from the canonical theorem set; it is a separate arithmetic problem rather than a series inverse.
inverse_q_analogs_report:eq:upper-limit,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1558,eq:upper-limit,theorem,\statusproved\ Upper-parameter inverse,Inverting the upper and lower Gaussian parameters,Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverting the upper and lower Gaussian parameters / A two-parameter analytic interpolation / Recovering the upper parameter,yes,,not applicable,,,The continuously interpolated upper-parameter Gaussian theorem was not retained as a canonical assertion.
inverse_q_analogs_report:unlabelled-theorem-018,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1610,,theorem,\statusproved\ Two lower-parameter branches,Inverting the upper and lower Gaussian parameters,Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverting the upper and lower Gaussian parameters / A two-parameter analytic interpolation / Recovering the lower parameter,yes,,not applicable,,,The continuously interpolated lower-parameter Gaussian theorem was not retained as a canonical assertion.
inverse_q_analogs_report:unlabelled-researchproblem-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1668,,researchproblem,,Inverting the upper and lower Gaussian parameters,Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverting the upper and lower Gaussian parameters / Inverting the base in the generalized coefficient,no,conj:continuous-gaussian-monotonicity,conjecture,,,Converted into the explicit continuous Gaussian monotonicity conjecture with a fixed reciprocal-base normalization.
inverse_q_analogs_report:unlabelled-theorem-019,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1678,,theorem,\statusproved\ Positive-polynomial inverse principle,A positive-coefficient inversion principle,Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / A positive-coefficient inversion principle / The general theorem,yes,thm:gq-positive-inverse,human-proved frontier result,,,"The Gaussian specialization is retained, and its proof is exactly the nonnegative-coefficient inverse principle; the broader generic polynomial theorem is not duplicated."
inverse_q_analogs_report:unlabelled-principle-001,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1754,,principle,Cumulant-to-inverse pipeline,A positive-coefficient inversion principle,Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / A positive-coefficient inversion principle / Probabilistic inversion,no,thm:gq-one-log,not applicable,,,The editorial pipeline is implemented by the canonical Gaussian and multinomial cumulant proofs; a principle is not assigned a proof status.
inverse_q_analogs_report:eq:qnumber-inverse-x,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1770,eq:qnumber-inverse-x,theorem,\statusproved\ Exact inverse in \(x\),Inverse \texorpdfstring{\(q\),Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverse \texorpdfstring{\(q\) / The \(q\)-number,yes,prop:qs-qnumber-x,human-proved frontier result,,,Retained with all complex logarithm sheets and the exact real specialization.
inverse_q_analogs_report:unlabelled-theorem-021,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1790,,theorem,\statusproved\ Real base monotonicity,Inverse \texorpdfstring{\(q\),Gaussian coefficients and combinatorial \texorpdfstring{\(q\) / Inverse \texorpdfstring{\(q\) / Recovering the base of a \(q\)-number,yes,,not applicable,,,The global base-monotonicity theorem for nonintegral q-numbers was not retained; the canonical q-number section keeps exact local jets and algebraic integer branches.
inverse_q_analogs_report:unlabelled-theorem-022,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1843,,theorem,\statusproved\ Unique minimum and two inverse branches,The inverse \texorpdfstring{\(q\),Inverse \texorpdfstring{\(q\) / The inverse \texorpdfstring{\(q\) / Two real argument branches of \(\Gamma_q\),yes,thm:qs-qgamma-minimum,human-proved frontier result,,,Retained as the unique minimum and exact two/one/zero real branch count.
inverse_q_analogs_report:unlabelled-theorem-023,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1941,,theorem,Known monotonicity; \statusproved,The inverse \texorpdfstring{\(q\),Inverse \texorpdfstring{\(q\) / The inverse \texorpdfstring{\(q\) / Recovering the base of \(\Gamma_q(x)\),no,,not applicable,,,The cited global monotonicity in the base was not re-proved and was not retained; the canonical volume states only the rigorously derived q=0 and q=1 expansions.
inverse_q_analogs_report:unlabelled-conjecture-002,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,1999,,conjecture,\statusconjectural\ Monotone minimizer,The inverse \texorpdfstring{\(q\),Inverse \texorpdfstring{\(q\) / The inverse \texorpdfstring{\(q\) / The minimizer as a function of the base,no,conj:qgamma-monotone-minimizer,conjecture,,,Retained as the precisely normalized conjecture that the minimizer increases and its minimum value decreases on 0<q<1.
inverse_q_analogs_report:unlabelled-theorem-024,inverse_q_analogs_report,inverse_q_analogs_report/inverse_q_analogs_report.tex,2026,,theorem,\statusproved\ Global inverse polygamma branches,The inverse \texorpdfstring{\(q\),Inverse \texorpdfstring{\(q\) / The inverse \texorpdfstring{\(q\) / Inverse \(q\)-digamma and \(q\)-polygamma functions,yes,prop:qs-qdigamma-inverse,human-proved frontier result,,,The q-digamma bijection is retained together with its exceptional base fold; the higher-polygamma extension is not restated.
