source_key,source_package,source_file,source_line,source_label,source_kind,source_title,source_section_path,source_proof_present,canonical_label,canonical_status,lean_module,lean_declaration,disposition_notes
geometric_3:prob:full-A-asymptotic,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2312,prob:full-A-asymptotic,problem,Full coefficient asymptotic,Research frontiers / Asymptotics of the Fabius Newton coefficients,no,g2:prob:full-A-asymptotic,open problem,,,Retained under its canonical prefixed label.
geometric_3:prob:qgt-half,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2334,prob:qgt-half,problem,The supercritical comb-moment law,Research frontiers / Boundary-crossing formulas for \texorpdfstring{$q>1/2$,no,g2:prob:qgt-half,open problem,,,Retained under its canonical prefixed label.
geometric_3:prob:q0-confluent,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2355,prob:q0-confluent,problem,$q\to0$ confluent calculus,Research frontiers / Confluent limits and roots of unity,no,g2:prob:q0-confluent,open problem,,,Retained under its canonical prefixed label.
geometric_3:prob:roots-unity,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2362,prob:roots-unity,problem,Cyclotomic geometric interpolation,Research frontiers / Confluent limits and roots of unity,no,g2:prob:roots-unity,open problem,,,Retained under its canonical prefixed label.
geometric_3:prob:zero-regularization,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2377,prob:zero-regularization,problem,Filtered finite parts at sinc zeros,Research frontiers / Regularization near Fourier zeros,no,g2:prob:zero-regularization,open problem,,,Retained under its canonical prefixed label.
geometric_3:conj:below-comb-lebesgue,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2408,conj:below-comb-lebesgue,conjecture,Maximum below the comb,Research frontiers / Exact Lebesgue functions below the finest node,no,g2:conj:below-comb-lebesgue,conjecture,,,Retained under its canonical prefixed label.
geometric_3:prob:rvachev-preconditioned,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2430,prob:rvachev-preconditioned,problem,Rvachev-preconditioned comb interpolation,Research frontiers / Flatness-adapted approximation spaces,no,g2:prob:rvachev-preconditioned,open problem,,,Retained under its canonical prefixed label.
geometric_3:prob:growing-hermite,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2448,prob:growing-hermite,problem,Growing Hermite data,Research frontiers / Flatness-adapted approximation spaces,no,g2:prob:growing-hermite,open problem,,,Retained under its canonical prefixed label.
geometric_3:prob:multivariate,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2462,prob:multivariate,problem,Tensor and simplex filters,Research frontiers / Multivariate geometric meshes,no,g2:prob:multivariate,open problem,,,Retained under its canonical prefixed label.
geometric_3:prob:optimal-q,geometric_3,geometric_comb_interpolation_report-3/geometric_comb_interpolation.tex,2484,prob:optimal-q,problem,Optimal $q$ under noise,Research frontiers / Adaptive ratios and asymptotic optimization,no,g2:prob:optimal-q,open problem,,,Retained under its canonical prefixed label.
geometric_q_fabius:unlabelled-definition-001,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,335,,definition,Affine geometric comb,"Algebra of the geometric comb / Scope, provenance, and normalization / The affine geometric comb",no,gq:eq:real-normalization,not applicable,,,The source environment had no label; this stable canonical label identifies the retained result or its owning section.
geometric_q_fabius:unlabelled-proposition-001,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,359,,proposition,Affine covariance,"Algebra of the geometric comb / Scope, provenance, and normalization / The affine geometric comb",yes,gq:chap:scope,human-proved frontier result,,,The source environment had no label; this stable canonical label identifies the retained result or its owning section.
geometric_q_fabius:eq:newton-basis,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,415,eq:newton-basis,definition,Geometric Newton polynomial,Algebra of the geometric comb / Newton interpolation as \texorpdfstring{$q$ / The \texorpdfstring{$q$,no,gq:eq:newton-basis,not applicable,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:Dq-divided-difference,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,451,thm:Dq-divided-difference,theorem,Iterated Jackson difference and geometric divided difference,Algebra of the geometric comb / Newton interpolation as \texorpdfstring{$q$ / The \texorpdfstring{$q$,yes,gq:thm:Dq-divided-difference,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:cor:q-taylor-interpolant,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,507,cor:q-taylor-interpolant,corollary,$q$-Taylor form of the interpolant,Algebra of the geometric comb / Newton interpolation as \texorpdfstring{$q$ / The \texorpdfstring{$q$,yes,gq:cor:q-taylor-interpolant,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:geometric-vandermonde,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,545,thm:geometric-vandermonde,theorem,Geometric Vandermonde determinant,Algebra of the geometric comb / Newton interpolation as \texorpdfstring{$q$ / Triangular evaluation and the geometric Vandermonde determinant,yes,gq:thm:geometric-vandermonde,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:gaussian-pascal-basis,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,599,thm:gaussian-pascal-basis,theorem,Gaussian Pascal basis pair,Algebra of the geometric comb / The Gaussian Pascal change of coordinates / Monomials versus geometric falling powers,yes,gq:thm:gaussian-pascal-basis,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:unlabelled-example-001,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,631,,example,,Algebra of the geometric comb / The Gaussian Pascal change of coordinates / Monomials versus geometric falling powers,no,gq:thm:gaussian-pascal-basis,not applicable,,,The source environment had no label; this stable canonical label identifies the retained result or its owning section.
geometric_q_fabius:thm:geometric-barycentric,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,766,thm:geometric-barycentric,theorem,Geometric barycentric weights and cardinals,Algebra of the geometric comb / Lagrange cardinals and geometric filters / Closed barycentric weights,yes,gq:thm:geometric-barycentric,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:prop:cardinal-newton,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,825,prop:cardinal-newton,proposition,Triangular Newton expansion of a cardinal,Algebra of the geometric comb / Lagrange cardinals and geometric filters / Cardinals in Newton coordinates,yes,gq:prop:cardinal-newton,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:prop:richardson-weights,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,853,prop:richardson-weights,proposition,Accumulation-point weights,Algebra of the geometric comb / Lagrange cardinals and geometric filters / Evaluation at the accumulation point: \texorpdfstring{$q$,yes,gq:prop:richardson-weights,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:richardson-tail,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,879,thm:richardson-tail,theorem,Exact Richardson tail,Algebra of the geometric comb / Lagrange cardinals and geometric filters / Evaluation at the accumulation point: \texorpdfstring{$q$,yes,gq:thm:richardson-tail,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:richardson-generating,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,915,thm:richardson-generating,theorem,Euler factorization of geometric extrapolation,Algebra of the geometric comb / Lagrange cardinals and geometric filters / Generating function of the Richardson triangle,yes,gq:thm:richardson-generating,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:universal-moment-residual,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,955,thm:universal-moment-residual,theorem,Universal moment residual,"Exact residuals, convergence, and stability / Complete-homogeneous residual calculus / A universal moment theorem",yes,gq:thm:universal-moment-residual,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:monomial-residual,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,992,thm:monomial-residual,theorem,All-degree monomial residual,"Exact residuals, convergence, and stability / Complete-homogeneous residual calculus / Exact monomial interpolation error",yes,gq:thm:monomial-residual,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:unlabelled-example-002,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1034,,example,,"Exact residuals, convergence, and stability / Complete-homogeneous residual calculus / Exact monomial interpolation error",no,gq:thm:monomial-residual,not applicable,,,The source environment had no label; this stable canonical label identifies the retained result or its owning section.
geometric_q_fabius:cor:analytic-residual,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1051,cor:analytic-residual,corollary,Exact analytic residual kernel,"Exact residuals, convergence, and stability / Complete-homogeneous residual calculus / Residual of a power series",yes,gq:cor:analytic-residual,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:prop:taylor-newton-transform,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1091,prop:taylor-newton-transform,proposition,Taylor-to-Newton transform,"Exact residuals, convergence, and stability / Complete-homogeneous residual calculus / Divided differences of analytic functions",yes,gq:prop:taylor-newton-transform,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:analytic-newton-convergence,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1126,thm:analytic-newton-convergence,theorem,Analytic convergence across the accumulation point,"Exact residuals, convergence, and stability / Infinite Newton series at an accumulating comb / Why an accumulation point changes the problem",yes,gq:thm:analytic-newton-convergence,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:endpoint-lebesgue,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1237,thm:endpoint-lebesgue,theorem,Exact accumulation-point Lebesgue constant,"Exact residuals, convergence, and stability / A sharp stability dichotomy / Bounded extrapolation to the accumulation point",yes,gq:thm:endpoint-lebesgue,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:lebesgue-profile,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1295,thm:lebesgue-profile,theorem,Scaled Lebesgue boundary profile,"Exact residuals, convergence, and stability / A sharp stability dichotomy / Boundary-layer profile near the isolated outer node",yes,gq:thm:lebesgue-profile,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:global-lebesgue,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1355,thm:global-lebesgue,theorem,Sharp global Lebesgue constant,"Exact residuals, convergence, and stability / A sharp stability dichotomy / The global asymptotic",yes,gq:thm:global-lebesgue,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:jackson-newton-moments,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1484,thm:jackson-newton-moments,theorem,Jackson moments of the geometric Newton basis,"Exact residuals, convergence, and stability / Jackson integration and confluent geometric data / The Newton--Jackson integral formula",yes,gq:thm:jackson-newton-moments,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:cor:analytic-newton-jackson,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1532,cor:analytic-newton-jackson,corollary,An analytic Newton--Jackson series,"Exact residuals, convergence, and stability / Jackson integration and confluent geometric data / The Newton--Jackson integral formula",yes,gq:cor:analytic-newton-jackson,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:anchored-hermite,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1604,thm:anchored-hermite,theorem,Accumulation-point Hermite factorization,"Exact residuals, convergence, and stability / Jackson integration and confluent geometric data / Anchoring ordinary derivatives at the accumulation point",yes,gq:thm:anchored-hermite,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:cor:anchored-analytic,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1653,cor:anchored-analytic,corollary,Analytic convergence with prescribed jets,"Exact residuals, convergence, and stability / Jackson integration and confluent geometric data / Anchoring ordinary derivatives at the accumulation point",no,gq:cor:anchored-analytic,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:prob:optimal-geometric-hermite,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1674,prob:optimal-geometric-hermite,problem,Optimal geometric Hermite anchoring,"Exact residuals, convergence, and stability / Jackson integration and confluent geometric data / Anchoring ordinary derivatives at the accumulation point",no,gq:prob:optimal-geometric-hermite,open problem,,,Retained under its canonical prefixed label.
geometric_q_fabius:prop:fabius-moment-recurrence,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1753,prop:fabius-moment-recurrence,proposition,Exact moment recurrence,"The dyadic Fabius--Rvachev specialization / Fabius moments and the exact half-base Gaussian transform / Probability model, moments, and the preferred normalization",yes,gq:prop:fabius-moment-recurrence,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:fabius-inverse-dyadic,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1790,thm:fabius-inverse-dyadic,theorem,Moment formula for inverse-dyadic values,The dyadic Fabius--Rvachev specialization / Fabius moments and the exact half-base Gaussian transform / Inverse-dyadic values are normalized moments,yes,gq:thm:fabius-inverse-dyadic,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:fabius-gaussian-transform,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1837,thm:fabius-gaussian-transform,theorem,Half-base Fabius--Gaussian transform,The dyadic Fabius--Rvachev specialization / Fabius moments and the exact half-base Gaussian transform / The exact Gaussian transform of Fabius data,yes,gq:thm:fabius-gaussian-transform,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:fabius-gaussian-cardinal,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1899,thm:fabius-gaussian-cardinal,theorem,Finite Gaussian formula for the Fabius interpolant,The dyadic Fabius--Rvachev specialization / Fabius moments and the exact half-base Gaussian transform / A finite Gaussian-cardinal formula,yes,gq:thm:fabius-gaussian-cardinal,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:fabius-boundary-residue,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,1959,thm:fabius-boundary-residue,theorem,Fabius boundary residue,The dyadic Fabius--Rvachev specialization / Boundary recovery and gap divergence / The boundary residue and its generating function,yes,gq:thm:fabius-boundary-residue,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:fabius-boundary-bound,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2008,thm:fabius-boundary-bound,theorem,Superexponential boundary recovery,The dyadic Fabius--Rvachev specialization / Boundary recovery and gap divergence / The boundary residue and its generating function,yes,gq:thm:fabius-boundary-bound,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:fabius-fixed-jets,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2042,thm:fabius-fixed-jets,theorem,Exact derivative formula and fixed-jet bound,The dyadic Fabius--Rvachev specialization / Boundary recovery and gap divergence / Recovery of every fixed flat jet,yes,gq:thm:fabius-fixed-jets,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:cor:up-boundary-jets,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2097,cor:up-boundary-jets,corollary,Boundary jets for the Rvachev function,The dyadic Fabius--Rvachev specialization / Boundary recovery and gap divergence / Recovery of every fixed flat jet,no,gq:cor:up-boundary-jets,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:fabius-gap-upper,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2119,thm:fabius-gap-upper,theorem,Quadratic-exponential gap bound,The dyadic Fabius--Rvachev specialization / Boundary recovery and gap divergence / A rigorous gap-growth upper bound,yes,gq:thm:fabius-gap-upper,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:conj:fabius-gap-asymptotic,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2199,conj:fabius-gap-asymptotic,conjecture,Fabius gap asymptotic,The dyadic Fabius--Rvachev specialization / Boundary recovery and gap divergence / A saddle-point conjecture for the actual interpolation error,no,gq:conj:fabius-gap-asymptotic,conjecture,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:up-polynomial-synthesis,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2310,thm:up-polynomial-synthesis,theorem,Dyadic fixed-radius synthesis,The dyadic Fabius--Rvachev specialization / The Rvachev synthesis loop in geometric coordinates / Exact fixed-radius polynomial reproduction,yes,gq:thm:up-polynomial-synthesis,Lean-proved,FabiusFunction.RvachevPolynomialSynthesis,Fabius.normalized_sum_Ioo_rvachevDeconvolvedPolynomial_mul_shifted_rvachevUp,Retained under its canonical prefixed label.
geometric_q_fabius:prop:q-Appell-falling,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2381,prop:q-Appell-falling,proposition,Elementary-symmetric formula,The dyadic Fabius--Rvachev specialization / The Rvachev synthesis loop in geometric coordinates / A \texorpdfstring{$q$,yes,gq:prop:q-Appell-falling,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:thm:gaussian-Appell-decoder,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2425,thm:gaussian-Appell-decoder,theorem,Gaussian--Appell cardinal decoder,The dyadic Fabius--Rvachev specialization / The Rvachev synthesis loop in geometric coordinates / Geometric cardinals as finite sums of \texorpdfstring{$\RvachevUp$,yes,gq:thm:gaussian-Appell-decoder,human-proved frontier result,,,"Retained under its canonical prefixed label. Lean proves the generic finite scalar decoder synthesis; the geometric Gaussian closed form, elementary-symmetric formula, and prefactor in this compound theorem remain manuscript-only."
geometric_q_fabius:cor:interpolation-up-factorization,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2470,cor:interpolation-up-factorization,corollary,Interpolation through an atomic dictionary,The dyadic Fabius--Rvachev specialization / The Rvachev synthesis loop in geometric coordinates / Geometric cardinals as finite sums of \texorpdfstring{$\RvachevUp$,no,gq:cor:interpolation-up-factorization,Lean-proved,FabiusFunction.LagrangeRvachevSynthesis,Fabius.sum_Ioo_lagrangeRvachevAtomCoefficient_mul_shifted_rvachevUp,Retained under its canonical prefixed label. Lean proves both the generic scalar coefficient/deconvolution factorization and the full finite interpolation loop; the latter is the exact compiled crosswalk recorded in this row.
geometric_q_fabius:thm:gaussian-Appell-biorthogonality,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2499,thm:gaussian-Appell-biorthogonality,theorem,Exact Gaussian--Appell biorthogonality,"The dyadic Fabius--Rvachev specialization / The Rvachev synthesis loop in geometric coordinates / Collocation, a stochastic encoder, and a signed right inverse",yes,gq:thm:gaussian-Appell-biorthogonality,human-proved frontier result,,,Retained under its canonical prefixed label. Lean proves componentwise node biorthogonality and the unnormalized decoder row-sum law; no Matrix wrapper or row-stochastic encoder package is formalized.
geometric_q_fabius:thm:finite-rvachev-loop,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2550,thm:finite-rvachev-loop,theorem,Finite geometric Lagrange--Rvachev loop,The dyadic Fabius--Rvachev specialization / The Rvachev synthesis loop in geometric coordinates / Closing the loop for the Rvachev function,yes,gq:thm:finite-rvachev-loop,human-proved frontier result,,,Retained under its canonical prefixed label.
geometric_q_fabius:unlabelled-observation-001,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2805,,observation,Sign oscillation,"Experiments, conjectures, and implementation / Exact and high-dynamic-range numerical experiments / Exact Fabius interpolation in the gap",no,gq:fig:fabius-gap,not applicable,,,The source environment had no label; this stable canonical label identifies the retained result or its owning section.
geometric_q_fabius:conj:second-order-lebesgue,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2838,conj:second-order-lebesgue,conjecture,Second-order boundary layer,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / Second-order Lebesgue asymptotics",no,gq:conj:second-order-lebesgue,conjecture,,,Retained under its canonical prefixed label.
geometric_q_fabius:prob:newton-sequence-spaces,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2874,prob:newton-sequence-spaces,problem,Geometric Newton sequence spaces,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / A function-space criterion for infinite geometric Newton series",no,gq:prob:newton-sequence-spaces,open problem,,,Retained under its canonical prefixed label.
geometric_q_fabius:prob:exceptional-gap-points,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2916,prob:exceptional-gap-points,problem,Exceptional gap points,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / Signed saddle analysis for Fabius data",no,gq:prob:exceptional-gap-points,open problem,,,Retained under its canonical prefixed label.
geometric_q_fabius:prob:boundary-entire-zeros,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2935,prob:boundary-entire-zeros,problem,Zero cancellation and coefficient asymptotics,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / Boundary-residue entire functions",no,gq:prob:boundary-entire-zeros,open problem,,,Retained under its canonical prefixed label.
geometric_q_fabius:conj:hermite-saddle,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2959,conj:hermite-saddle,conjecture,Hermite saddle displacement,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / Geometric Hermite stability",no,gq:conj:hermite-saddle,conjecture,,,Retained under its canonical prefixed label.
geometric_q_fabius:prob:q-Appell-structure,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,2983,prob:q-Appell-structure,problem,Structure of the $q$-Appell falling powers,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / The mixed \texorpdfstring{$q$",no,gq:prob:q-Appell-structure,open problem,,,Retained under its canonical prefixed label.
geometric_q_fabius:prob:minimum-variation-decoder,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,3016,prob:minimum-variation-decoder,problem,Minimum-variation atomic decoder,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / Decoder variation, total positivity, and optimal gauges",no,gq:prob:minimum-variation-decoder,open problem,,,Retained under its canonical prefixed label.
geometric_q_fabius:prob:cyclotomic-confluent-limit,geometric_q_fabius,geometric_comb_q_fabius_report/geometric_comb_q_fabius_report.tex,3064,prob:cyclotomic-confluent-limit,problem,Cyclotomic confluent limit,"Experiments, conjectures, and implementation / Further deductions, conjectures, and research directions / Complex and arithmetic geometric combs",no,gq:prob:cyclotomic-confluent-limit,open problem,,,Retained under its canonical prefixed label.
